,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri,genres
22328,2022-07-30 13:06,Kamufle,Gidin Başımdan,168459,Kamufle:Gidin Başımdan,0,,,turkish trap pop
22329,2022-07-30 13:07,Forsa,Salıverdim - Intro,44268,Forsa:Salıverdim - Intro,0,,,redneck
22330,2022-07-30 13:10,Murda,RARRii,167372,Murda:RARRii,0,,,canadian hip hop
22331,2022-07-30 13:10,Murda,RARRii,167372,Murda:RARRii,0,,,canadian trap
22332,2022-07-30 13:13,Murda,Gece Gündüz (feat. MERO),182400,Murda:Gece Gündüz (feat. MERO),0,,,canadian hip hop
22333,2022-07-30 13:13,Murda,Gece Gündüz (feat. MERO),182400,Murda:Gece Gündüz (feat. MERO),0,,,canadian trap
22334,2022-07-30 13:16,Ezhel,Allah'ından Bul,181074,Ezhel:Allah'ından Bul,0,,,turkish hip hop
22335,2022-07-30 13:16,Ezhel,Allah'ından Bul,181074,Ezhel:Allah'ından Bul,0,,,turkish trap
22336,2022-07-30 13:19,MERO,Konum Gizli (feat. Murda),198581,MERO:Konum Gizli (feat. Murda),0,,,german hip hop
22337,2022-07-30 13:19,Sefo,Bonita,17047,Sefo:Bonita,0,,,turkish trap
22338,2022-07-30 13:20,Ben Fero,KRAMP,9299,Ben Fero:KRAMP,0,,,turkce drill
22339,2022-07-30 13:20,Ben Fero,KRAMP,9299,Ben Fero:KRAMP,0,,,turkish trap
22340,2022-07-30 13:21,Ben Fero,FERHAT YILMAZ,119176,Ben Fero:FERHAT YILMAZ,0,,,turkce drill
22341,2022-07-30 13:21,Ben Fero,FERHAT YILMAZ,119176,Ben Fero:FERHAT YILMAZ,0,,,turkish trap
22342,2022-07-30 13:23,Ben Fero,Bunlar Anlamaz,117784,Ben Fero:Bunlar Anlamaz,0,,,turkce drill
22343,2022-07-30 13:23,Ben Fero,Bunlar Anlamaz,117784,Ben Fero:Bunlar Anlamaz,0,,,turkish trap
22344,2022-07-30 13:26,Ben Fero,Motivasyon,173189,Ben Fero:Motivasyon,0,,,turkce drill
22345,2022-07-30 13:26,Ben Fero,Motivasyon,173189,Ben Fero:Motivasyon,0,,,turkish trap
22346,2022-07-30 13:27,Ben Fero,Demet Akalın,27496,Ben Fero:Demet Akalın,0,,,turkce drill
22347,2022-07-30 13:27,Ben Fero,Demet Akalın,27496,Ben Fero:Demet Akalın,0,,,turkish trap
22348,2022-07-30 13:30,Ezhel,Nerdesin,176268,Ezhel:Nerdesin,0,,,turkish hip hop
22349,2022-07-30 13:30,Ezhel,Nerdesin,176268,Ezhel:Nerdesin,0,,,turkish trap
22350,2022-07-30 13:32,ATE,Diğer Yarım,5967,ATE:Diğer Yarım,0,,,k-pop
22351,2022-07-30 13:32,ATE,Diğer Yarım,5967,ATE:Diğer Yarım,0,,,k-pop boy group
22352,2022-07-30 13:32,KÖFN,Bi' Tek Ben Anlarım,126600,KÖFN:Bi' Tek Ben Anlarım,0,,,alternative metal
22353,2022-07-30 13:32,KÖFN,Bi' Tek Ben Anlarım,126600,KÖFN:Bi' Tek Ben Anlarım,0,,,funk metal
22354,2022-07-30 13:32,KÖFN,Bi' Tek Ben Anlarım,126600,KÖFN:Bi' Tek Ben Anlarım,0,,,nu metal
22355,2022-07-30 13:32,KÖFN,Bi' Tek Ben Anlarım,126600,KÖFN:Bi' Tek Ben Anlarım,0,,,rap metal
22356,2022-07-30 13:32,KÖFN,Bi' Tek Ben Anlarım,126600,KÖFN:Bi' Tek Ben Anlarım,0,,,rock
22357,2022-07-30 13:32,Güneş,Suçlarımdan Biri,21281,Güneş:Suçlarımdan Biri,0,,,turkce kadin rap
22358,2022-07-30 13:33,BEGE,2T1BB,18436,BEGE:2T1BB,0,,,turkce drill
22359,2022-07-30 13:33,BEGE,2T1BB,18436,BEGE:2T1BB,0,,,turkish hip hop
22360,2022-07-30 13:33,BEGE,2T1BB,18436,BEGE:2T1BB,0,,,turkish trap
22361,2022-07-30 13:34,BEGE,2T1BB,85809,BEGE:2T1BB,0,,,turkce drill
22362,2022-07-30 13:34,BEGE,2T1BB,85809,BEGE:2T1BB,0,,,turkish hip hop
22363,2022-07-30 13:34,BEGE,2T1BB,85809,BEGE:2T1BB,0,,,turkish trap
22364,2022-07-30 13:37,Zeynep Bastık,Ara,180226,Zeynep Bastık:Ara,0,,,turkish pop
22365,2022-07-30 13:38,Madrigal,Dip,4818,Madrigal:Dip,0,,,turkish alt pop
22366,2022-07-30 13:38,cakal,İmdat,6426,cakal:İmdat,0,,,turkce drill
22367,2022-07-30 13:41,Murda,RARRii,10356,Murda:RARRii,0,,,canadian hip hop
22368,2022-07-30 13:41,Murda,RARRii,10356,Murda:RARRii,0,,,canadian trap
22369,2022-07-30 13:41,Can Koç,Gökyüzünü Tutamam,195000,Can Koç:Gökyüzünü Tutamam,0,,,turkce slow sarkilar
22370,2022-07-30 13:44,Tarkan,Yap Bi Güzellik,187032,Tarkan:Yap Bi Güzellik,0,,,turkish pop
22371,2022-07-30 13:45,Berkay Altunyay,Olmazlara İnat,28691,Berkay Altunyay:Olmazlara İnat,0,,,turkish singer-songwriter
22372,2022-07-30 13:46,Ati242,Inzaghi,26447,Ati242:Inzaghi,0,,,turkish hip hop
22373,2022-07-30 13:46,Ati242,Inzaghi,26447,Ati242:Inzaghi,0,,,turkish trap pop
22374,2022-07-30 13:49,KÖFN,Güneşe Dokundum,173986,KÖFN:Güneşe Dokundum,0,,,alternative metal
22375,2022-07-30 13:49,KÖFN,Güneşe Dokundum,173986,KÖFN:Güneşe Dokundum,0,,,funk metal
22376,2022-07-30 13:49,KÖFN,Güneşe Dokundum,173986,KÖFN:Güneşe Dokundum,0,,,nu metal
22377,2022-07-30 13:49,KÖFN,Güneşe Dokundum,173986,KÖFN:Güneşe Dokundum,0,,,rap metal
22378,2022-07-30 13:49,KÖFN,Güneşe Dokundum,173986,KÖFN:Güneşe Dokundum,0,,,rock
22379,2022-07-30 13:52,KÖFN,Güneşe Dokundum - Deep Mix,150000,KÖFN:Güneşe Dokundum - Deep Mix,0,,,alternative metal
22380,2022-07-30 13:52,KÖFN,Güneşe Dokundum - Deep Mix,150000,KÖFN:Güneşe Dokundum - Deep Mix,0,,,funk metal
22381,2022-07-30 13:52,KÖFN,Güneşe Dokundum - Deep Mix,150000,KÖFN:Güneşe Dokundum - Deep Mix,0,,,nu metal
22382,2022-07-30 13:52,KÖFN,Güneşe Dokundum - Deep Mix,150000,KÖFN:Güneşe Dokundum - Deep Mix,0,,,rap metal
22383,2022-07-30 13:52,KÖFN,Güneşe Dokundum - Deep Mix,150000,KÖFN:Güneşe Dokundum - Deep Mix,0,,,rock
22384,2022-07-30 19:56,KÖFN,EL,105050,KÖFN:EL,0,,,alternative metal
22385,2022-07-30 19:56,KÖFN,EL,105050,KÖFN:EL,0,,,funk metal
22386,2022-07-30 19:56,KÖFN,EL,105050,KÖFN:EL,0,,,nu metal
22387,2022-07-30 19:56,KÖFN,EL,105050,KÖFN:EL,0,,,rap metal
22388,2022-07-30 19:56,KÖFN,EL,105050,KÖFN:EL,0,,,rock
22389,2022-07-31 16:52,Soft Analog,Bombalar,137508,Soft Analog:Bombalar,0,,,turkish alt pop
22390,2022-07-31 17:58,Greta Van Fleet,Black Smoke Rising,137659,Greta Van Fleet:Black Smoke Rising,1,From The Fires,6rpUxk1c310t9b22LI2XMD,modern blues rock
22391,2022-07-31 17:58,Greta Van Fleet,Black Smoke Rising,137659,Greta Van Fleet:Black Smoke Rising,1,From The Fires,6rpUxk1c310t9b22LI2XMD,modern hard rock
22392,2022-07-31 17:58,Greta Van Fleet,Black Smoke Rising,137659,Greta Van Fleet:Black Smoke Rising,1,From The Fires,6rpUxk1c310t9b22LI2XMD,rock
22393,2022-07-31 18:04,Hooverphonic,Heartbroken - Live at Koningin Elisabethzaal 2012,359533,Hooverphonic:Heartbroken - Live at Koningin Elisabethzaal 2012,0,,,downtempo
22394,2022-07-31 18:04,Hooverphonic,Heartbroken - Live at Koningin Elisabethzaal 2012,359533,Hooverphonic:Heartbroken - Live at Koningin Elisabethzaal 2012,0,,,electronica
22395,2022-07-31 18:04,Hooverphonic,Heartbroken - Live at Koningin Elisabethzaal 2012,359533,Hooverphonic:Heartbroken - Live at Koningin Elisabethzaal 2012,0,,,trip hop
22396,2022-07-31 23:16,Hooverphonic,The Night Before - Live at Koningin Elisabethzaal 2012,5970,Hooverphonic:The Night Before - Live at Koningin Elisabethzaal 2012,0,,,downtempo
22397,2022-07-31 23:16,Hooverphonic,The Night Before - Live at Koningin Elisabethzaal 2012,5970,Hooverphonic:The Night Before - Live at Koningin Elisabethzaal 2012,0,,,electronica
22398,2022-07-31 23:16,Hooverphonic,The Night Before - Live at Koningin Elisabethzaal 2012,5970,Hooverphonic:The Night Before - Live at Koningin Elisabethzaal 2012,0,,,trip hop
22399,2022-08-01 12:24,Miki Matsubara,Mayonaka no Door / Stay With Me,312293,Miki Matsubara:Mayonaka no Door / Stay With Me,0,,,classic city pop
22400,2022-08-01 12:29,Miki Matsubara,Mayonaka no Door / Stay With Me - Club Mix,346093,Miki Matsubara:Mayonaka no Door / Stay With Me - Club Mix,0,,,classic city pop
22401,2022-08-01 12:30,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,46981,Night Tempo:Stay with Me - Night Tempo Showa Groove Mix,0,,,classic city pop
22402,2022-08-01 12:30,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,46981,Night Tempo:Stay with Me - Night Tempo Showa Groove Mix,0,,,denpa-kei
22403,2022-08-01 12:30,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,46981,Night Tempo:Stay with Me - Night Tempo Showa Groove Mix,0,,,future funk
22404,2022-08-01 12:35,Miki Matsubara,Wash,271040,Miki Matsubara:Wash,0,,,classic city pop
22405,2022-08-01 12:38,Miki Matsubara,Ai wa Energy,218933,Miki Matsubara:Ai wa Energy,0,,,classic city pop
