,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri,genres
3714,2022-03-06 14:09,Opeth,Burden,461053,Opeth:Burden,1,Watershed,7EqkvBTdhYPTd91mN2DmcA,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']"
3715,2022-03-06 14:09,TOOL,Schism,19220,TOOL:Schism,0,,,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']"
3716,2022-03-06 14:12,Son Feci Bisiklet,Galiba Sevmiyorlar,179946,Son Feci Bisiklet:Galiba Sevmiyorlar,1,Kötü Şeyler,3AtWz3xBxCLeJlt7CXuHEB,['turkish rock']
3717,2022-03-06 14:15,Canozan,Sar Bu Şehri - Akustik,204330,Canozan:Sar Bu Şehri - Akustik,0,,,"['turkish alt pop', 'turkish alternative rock']"
3718,2022-03-06 14:18,Sofiane Pamart,Nara,131920,Sofiane Pamart:Nara,0,,,[]
3719,2022-03-06 16:12,Kid Francescoli,Nopalitos,166293,Kid Francescoli:Nopalitos,0,,,"['electronica', 'french indie pop', 'french indietronica', 'new french touch']"
3720,2022-03-08 12:31,Oasis,Wonderwall - Remastered,232594,Oasis:Wonderwall - Remastered,0,,,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'pop rock', 'rock']"
3721,2022-03-08 16:24,Ceza,Tamam (feat. Fjarde Varlden),234575,Ceza:Tamam (feat. Fjarde Varlden),0,,,"['azeri rap', 'turkish hip hop']"
3722,2022-03-08 16:29,Supersci,Let Go,277284,Supersci:Let Go,0,,,"['norrlandsk hip hop', 'swedish hip hop']"
3723,2022-03-09 11:21,Büyük Ev Ablukada,GÜNEŞ YERİNDE,571894,Büyük Ev Ablukada:GÜNEŞ YERİNDE,1,FIRTINAYT,4DcJxTf3hXEaJIN06xKFb8,"['turkish alternative rock', 'turkish rock']"
3724,2022-03-09 11:25,Büyük Ev Ablukada,EVREN BOZMASI,288566,Büyük Ev Ablukada:EVREN BOZMASI,1,FIRTINAYT,0mDDfA4yNuyw32ETB38jBj,"['turkish alternative rock', 'turkish rock']"
3725,2022-03-09 11:28,Büyük Ev Ablukada,BOŞLUK,180147,Büyük Ev Ablukada:BOŞLUK,1,FIRTINAYT,7nnW9qKcLQi98ghW42lsAX,"['turkish alternative rock', 'turkish rock']"
3726,2022-03-09 11:34,Büyük Ev Ablukada,ARAYAN BULUR,351260,Büyük Ev Ablukada:ARAYAN BULUR,1,FIRTINAYT,5gGvmMgnq66xLSEoDx9iJQ,"['turkish alternative rock', 'turkish rock']"
3727,2022-03-09 11:41,Büyük Ev Ablukada,HOŞÇAKAL KADAR,386679,Büyük Ev Ablukada:HOŞÇAKAL KADAR,1,FIRTINAYT,2pD1BR7vPz8GiygzRKmg5n,"['turkish alternative rock', 'turkish rock']"
